CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL	ATG	INCLUDE?		HAS TSS	IN
Chr8	27829966	27829999	-	"ID=LOC_Os08g44200.1:cds_1;Parent=LOC_Os08g44200.1"	LOC_Os08g44200.1	27829999	1		LOC_Os10g21660.1	1
Chr8	27833090	27833304	+	"ID=LOC_Os08g44210.1:cds_1;Parent=LOC_Os08g44210.1"	LOC_Os08g44210.1	27833090	1		LOC_Os10g18890.1	1
Chr8	27842562	27842606	+	"ID=LOC_Os08g44230.1:cds_1;Parent=LOC_Os08g44230.1"	LOC_Os08g44230.1	27842562	1		LOC_Os10g20510.1	1
Chr8	28181295	28181375	-	"ID=LOC_Os08g44860.1:cds_1;Parent=LOC_Os08g44860.1"	LOC_Os08g44860.1	28181375	1		LOC_Os10g20550.1	1
Chr8	27378582	27378862	-	"ID=LOC_Os08g43320.1:cds_1;Parent=LOC_Os08g43320.1"	LOC_Os08g43320.1	27378862	1		LOC_Os10g17489.1	1
Chr8	27395873	27395966	-	"ID=LOC_Os08g43350.1:cds_1;Parent=LOC_Os08g43350.1"	LOC_Os08g43350.1	27395966	1		LOC_Os10g17520.2	1
Chr8	27398094	27398301	+	"ID=LOC_Os08g43360.1:cds_1;Parent=LOC_Os08g43360.1"	LOC_Os08g43360.1	27398094	1		LOC_Os10g21670.1	1
Chr9	247822	248781	-	"ID=LOC_Os09g01290.1:cds_1;Parent=LOC_Os09g01290.1"	LOC_Os09g01290.1	248781	1		LOC_Os10g21784.1	1
Chr8	27868129	27868176	-	"ID=LOC_Os08g44260.1:cds_1;Parent=LOC_Os08g44260.1"	LOC_Os08g44260.1	27868176	1		LOC_Os10g15390.1	1
Chr8	27403569	27404227	+	"ID=LOC_Os08g43370.1:cds_1;Parent=LOC_Os08g43370.1"	LOC_Os08g43370.1	27403569	1		LOC_Os10g10244.1	1
Chr8	27421713	27422732	-	"ID=LOC_Os08g43390.1:cds_1;Parent=LOC_Os08g43390.1"	LOC_Os08g43390.1	27422732	1		LOC_Os10g11500.1	1
Chr8	27441857	27442109	-	"ID=LOC_Os08g43400.1:cds_1;Parent=LOC_Os08g43400.1"	LOC_Os08g43400.1	27442109	1		LOC_Os10g11580.1	1
Chr8	27878069	27878405	+	"ID=LOC_Os08g44280.1:cds_1;Parent=LOC_Os08g44280.1"	LOC_Os08g44280.1	27878069	1		LOC_Os10g11590.1	1
Chr8	27881644	27882114	-	"ID=LOC_Os08g44290.1:cds_1;Parent=LOC_Os08g44290.1"	LOC_Os08g44290.1	27882114	1		LOC_Os10g13550.1	1
Chr8	27892602	27892926	-	"ID=LOC_Os08g44320.1:cds_1;Parent=LOC_Os08g44320.1"	LOC_Os08g44320.1	27892926	1		LOC_Os10g09110.1	1
Chr8	27459125	27459629	-	"ID=LOC_Os08g43410.1:cds_1;Parent=LOC_Os08g43410.1"	LOC_Os08g43410.1	27459629	1		LOC_Os10g10360.3	1
Chr8	27893444	27893688	+	"ID=LOC_Os08g44330.1:cds_1;Parent=LOC_Os08g44330.1"	LOC_Os08g44330.1	27893444	1		LOC_Os10g09240.1	1
Chr8	27899949	27900002	+	"ID=LOC_Os08g44340.1:cds_1;Parent=LOC_Os08g44340.1"	LOC_Os08g44340.1	27899949	1		LOC_Os10g10434.1	1
Chr8	27474003	27474995	-	"ID=LOC_Os08g43430.1:cds_1;Parent=LOC_Os08g43430.1"	LOC_Os08g43430.1	27474995	1		LOC_Os10g11730.1	1
Chr8	27480193	27481104	-	"ID=LOC_Os08g43440.1:cds_1;Parent=LOC_Os08g43440.1"	LOC_Os08g43440.1	27481104	1		LOC_Os10g13670.1	1
Chr8	27486705	27487139	-	"ID=LOC_Os08g43450.1:cds_1;Parent=LOC_Os08g43450.1"	LOC_Os08g43450.1	27487139	1		LOC_Os10g10500.1	1
Chr8	27497385	27497607	+	"ID=LOC_Os08g43470.1:cds_1;Parent=LOC_Os08g43470.1"	LOC_Os08g43470.1	27497385	1		LOC_Os10g11820.1	1
Chr8	27502397	27502576	+	"ID=LOC_Os08g43480.1:cds_1;Parent=LOC_Os08g43480.1"	LOC_Os08g43480.1	27502397	1		LOC_Os10g11860.1	1
Chr8	27904925	27904984	+	"ID=LOC_Os08g44350.1:cds_1;Parent=LOC_Os08g44350.1"	LOC_Os08g44350.1	27904925	1		LOC_Os10g13700.2	1
Chr8	27916536	27916632	+	"ID=LOC_Os08g44360.1:cds_1;Parent=LOC_Os08g44360.1"	LOC_Os08g44360.1	27916536	1		LOC_Os10g10620.1	1
Chr8	27926476	27926536	-	"ID=LOC_Os08g44370.1:cds_1;Parent=LOC_Os08g44370.1"	LOC_Os08g44370.1	27926536	1		LOC_Os10g11889.2	1
Chr8	27929580	27929584	+	"ID=LOC_Os08g44380.1:cds_1;Parent=LOC_Os08g44380.1"	LOC_Os08g44380.1	27929580	1		LOC_Os10g11980.1	1
Chr8	27511400	27513340	+	"ID=LOC_Os08g43500.1:cds_1;Parent=LOC_Os08g43500.1"	LOC_Os08g43500.1	27511400	1		LOC_Os10g13810.1	1
Chr8	27519715	27519799	+	"ID=LOC_Os08g43510.1:cds_1;Parent=LOC_Os08g43510.1"	LOC_Os08g43510.1	27519715	1		LOC_Os10g13830.1	1
Chr8	27548868	27549130	-	"ID=LOC_Os08g43550.1:cds_1;Parent=LOC_Os08g43550.1"	LOC_Os08g43550.1	27549130	1		LOC_Os10g13914.1	1
Chr8	27559084	27559196	-	"ID=LOC_Os08g43560.1:cds_1;Parent=LOC_Os08g43560.1"	LOC_Os08g43560.1	27559196	1		LOC_Os10g12050.2	1
Chr9	410686	410871	+	"ID=LOC_Os09g01590.1:cds_1;Parent=LOC_Os09g01590.1"	LOC_Os09g01590.1	410686	1		LOC_Os10g13940.1	1
Chr9	423782	423785	+	"ID=LOC_Os09g01600.1:cds_1;Parent=LOC_Os09g01600.1"	LOC_Os09g01600.1	423782	1		LOC_Os10g09684.1	1
Chr8	27933853	27934267	-	"ID=LOC_Os08g44390.1:cds_1;Parent=LOC_Os08g44390.1"	LOC_Os08g44390.1	27934267	1		LOC_Os10g09760.1	1
Chr8	27938299	27938609	+	"ID=LOC_Os08g44400.1:cds_1;Parent=LOC_Os08g44400.1"	LOC_Os08g44400.1	27938299	1		LOC_Os10g14020.1	1
Chr8	26561349	26561558	-	"ID=LOC_Os08g42050.1:cds_1;Parent=LOC_Os08g42050.1"	LOC_Os08g42050.1	26561558	1		LOC_Os10g14050.1	1
Chr8	26572376	26572452	+	"ID=LOC_Os08g42080.1:cds_1;Parent=LOC_Os08g42080.1"	LOC_Os08g42080.1	26572376	1		LOC_Os10g09850.1	1
Chr8	26601546	26601628	+	"ID=LOC_Os08g42100.1:cds_1;Parent=LOC_Os08g42100.1"	LOC_Os08g42100.1	26601546	1		LOC_Os10g12300.1	1
Chr8	26607192	26607275	+	"ID=LOC_Os08g42110.1:cds_1;Parent=LOC_Os08g42110.1"	LOC_Os08g42110.1	26607192	1		LOC_Os10g09870.1	1
Chr8	27058574	27059212	-	"ID=LOC_Os08g42750.1:cds_1;Parent=LOC_Os08g42750.1"	LOC_Os08g42750.1	27059212	1		LOC_Os10g11034.1	1
Chr8	25629165	25629545	-	"ID=LOC_Os08g40500.1:cds_1;Parent=LOC_Os08g40500.1"	LOC_Os08g40500.1	25629545	1		LOC_Os10g11060.1	1
Chr8	25643846	25644198	+	"ID=LOC_Os08g40510.1:cds_1;Parent=LOC_Os08g40510.1"	LOC_Os08g40510.1	25643846	1		LOC_Os10g11110.1	1
Chr8	25651164	25651511	+	"ID=LOC_Os08g40520.1:cds_1;Parent=LOC_Os08g40520.1"	LOC_Os08g40520.1	25651164	1		LOC_Os10g12354.1	1
Chr8	26024767	26025026	+	"ID=LOC_Os08g41210.1:cds_1;Parent=LOC_Os08g41210.1"	LOC_Os08g41210.1	26024767	1		LOC_Os10g14180.8	1
Chr8	24987284	24988026	+	"ID=LOC_Os08g39490.3:cds_1;Parent=LOC_Os08g39490.3"	LOC_Os08g39490.3	24987284	1		LOC_Os10g09990.1	1
Chr8	24994351	24994439	-	"ID=LOC_Os08g39500.1:cds_1;Parent=LOC_Os08g39500.1"	LOC_Os08g39500.1	24994439	1		LOC_Os10g10030.1	1
Chr8	25016176	25017318	-	"ID=LOC_Os08g39550.1:cds_1;Parent=LOC_Os08g39550.1"	LOC_Os08g39550.1	25017318	1		LOC_Os10g11140.1	1
Chr8	25024187	25024685	+	"ID=LOC_Os08g39560.1:cds_1;Parent=LOC_Os08g39560.1"	LOC_Os08g39560.1	25024187	1		LOC_Os10g14194.1	1
Chr8	25659545	25659601	-	"ID=LOC_Os08g40530.2:cds_1;Parent=LOC_Os08g40530.2"	LOC_Os08g40530.2	25659601	1		LOC_Os10g10050.1	1
Chr8	25668120	25668139	-	"ID=LOC_Os08g40540.1:cds_1;Parent=LOC_Os08g40540.1"	LOC_Os08g40540.1	25668139	1		LOC_Os10g10080.1	1
Chr8	25682001	25682230	-	"ID=LOC_Os08g40560.1:cds_1;Parent=LOC_Os08g40560.1"	LOC_Os08g40560.1	25682230	1		LOC_Os10g12620.1	1
Chr8	26036933	26037724	-	"ID=LOC_Os08g41230.1:cds_1;Parent=LOC_Os08g41230.1"	LOC_Os08g41230.1	26037724	1		LOC_Os10g14920.1	1
Chr8	26049250	26049379	-	"ID=LOC_Os08g41250.2:cds_1;Parent=LOC_Os08g41250.2"	LOC_Os08g41250.2	26049379	1		LOC_Os10g10149.1	1
Chr8	26659052	26659135	+	"ID=LOC_Os08g42210.1:cds_1;Parent=LOC_Os08g42210.1"	LOC_Os08g42210.1	26659052	1		LOC_Os10g10170.1	1
Chr8	26691717	26691968	+	"ID=LOC_Os08g42268.1:cds_1;Parent=LOC_Os08g42268.1"	LOC_Os08g42268.1	26691717	1		LOC_Os10g11260.1	1
Chr8	26694538	26694969	-	"ID=LOC_Os08g42198.1:cds_1;Parent=LOC_Os08g42198.1"	LOC_Os08g42198.1	26694969	1		LOC_Os10g12750.1	1
Chr8	25034740	25037226	+	"ID=LOC_Os08g39570.1:cds_1;Parent=LOC_Os08g39570.1"	LOC_Os08g39570.1	25034740	1		LOC_Os10g10175.1	1
Chr8	25060836	25062183	+	"ID=LOC_Os08g39590.1:cds_1;Parent=LOC_Os08g39590.1"	LOC_Os08g39590.1	25060836	1		LOC_Os10g10180.1	1
Chr8	25067870	25068181	-	"ID=LOC_Os08g39610.1:cds_1;Parent=LOC_Os08g39610.1"	LOC_Os08g39610.1	25068181	1		LOC_Os10g11310.2	1
Chr8	25090000	25090486	+	"ID=LOC_Os08g39630.1:cds_1;Parent=LOC_Os08g39630.1"	LOC_Os08g39630.1	25090000	1		LOC_Os10g11340.1	1
Chr8	25686230	25686436	-	"ID=LOC_Os08g40570.1:cds_1;Parent=LOC_Os08g40570.1"	LOC_Os08g40570.1	25686436	1		LOC_Os10g10190.1	1
Chr8	25690343	25690535	-	"ID=LOC_Os08g40580.1:cds_1;Parent=LOC_Os08g40580.1"	LOC_Os08g40580.1	25690535	1		LOC_Os10g25230.1	1
Chr8	26062581	26063298	+	"ID=LOC_Os08g41270.1:cds_1;Parent=LOC_Os08g41270.1"	LOC_Os08g41270.1	26062581	1		LOC_Os10g26270.1	1
Chr8	26073958	26074575	-	"ID=LOC_Os08g41280.1:cds_1;Parent=LOC_Os08g41280.1"	LOC_Os08g41280.1	26074575	1		LOC_Os10g27300.1	1
Chr8	26091098	26091187	+	"ID=LOC_Os08g41300.1:cds_1;Parent=LOC_Os08g41300.1"	LOC_Os08g41300.1	26091098	1		LOC_Os10g27310.1	1
Chr8	26710755	26710835	+	"ID=LOC_Os08g42310.1:cds_1;Parent=LOC_Os08g42310.1"	LOC_Os08g42310.1	26710755	1		LOC_Os10g27340.2	1
Chr8	26728566	26728623	-	"ID=LOC_Os08g42350.1:cds_1;Parent=LOC_Os08g42350.1"	LOC_Os08g42350.1	26728623	1		LOC_Os10g27360.1	1
Chr8	25109775	25111292	-	"ID=LOC_Os08g39660.1:cds_1;Parent=LOC_Os08g39660.1"	LOC_Os08g39660.1	25111292	1		LOC_Os10g30190.1	1
Chr8	25159436	25159735	-	"ID=LOC_Os08g39740.1:cds_1;Parent=LOC_Os08g39740.1"	LOC_Os08g39740.1	25159735	1		LOC_Os10g22410.1	1
Chr8	25696729	25696908	+	"ID=LOC_Os08g40590.2:cds_1;Parent=LOC_Os08g40590.2"	LOC_Os08g40590.2	25696729	1		LOC_Os10g22450.1	1
Chr8	25704124	25704256	-	"ID=LOC_Os08g40610.1:cds_1;Parent=LOC_Os08g40610.1"	LOC_Os08g40610.1	25704256	1		LOC_Os10g24070.1	1
Chr8	26103014	26103433	+	"ID=LOC_Os08g41320.1:cds_1;Parent=LOC_Os08g41320.1"	LOC_Os08g41320.1	26103014	1		LOC_Os10g24094.1	1
Chr8	26123035	26123371	-	"ID=LOC_Os08g41340.1:cds_1;Parent=LOC_Os08g41340.1"	LOC_Os08g41340.1	26123371	1		LOC_Os10g25290.1	1
Chr8	26138637	26138841	+	"ID=LOC_Os08g41390.1:cds_1;Parent=LOC_Os08g41390.1"	LOC_Os08g41390.1	26138637	1		LOC_Os10g25310.1	1
Chr8	26767311	26767509	+	"ID=LOC_Os08g42400.1:cds_1;Parent=LOC_Os08g42400.1"	LOC_Os08g42400.1	26767311	1		LOC_Os10g25320.1	1
Chr8	25206856	25207054	+	"ID=LOC_Os08g39820.1:cds_1;Parent=LOC_Os08g39820.1"	LOC_Os08g39820.1	25206856	1		LOC_Os10g27380.1	1
Chr8	25707733	25708215	+	"ID=LOC_Os08g40615.1:cds_1;Parent=LOC_Os08g40615.1"	LOC_Os08g40615.1	25707733	1		LOC_Os10g27450.1	1
Chr8	25713251	25713390	+	"ID=LOC_Os08g40620.1:cds_1;Parent=LOC_Os08g40620.1"	LOC_Os08g40620.1	25713251	1		LOC_Os10g29050.1	1
Chr8	25719665	25721575	-	"ID=LOC_Os08g40630.1:cds_1;Parent=LOC_Os08g40630.1"	LOC_Os08g40630.1	25721575	1		LOC_Os10g30280.1	1
Chr8	26147755	26147797	-	"ID=LOC_Os08g41400.1:cds_1;Parent=LOC_Os08g41400.1"	LOC_Os08g41400.1	26147797	1		LOC_Os10g30290.1	1
Chr8	26157641	26157718	-	"ID=LOC_Os08g41420.1:cds_1;Parent=LOC_Os08g41420.1"	LOC_Os08g41420.1	26157718	1		LOC_Os10g30300.1	1
Chr8	26165521	26166957	-	"ID=LOC_Os08g41440.1:cds_1;Parent=LOC_Os08g41440.1"	LOC_Os08g41440.1	26166957	1		LOC_Os10g30330.1	1
Chr8	26778146	26778184	+	"ID=LOC_Os08g42410.1:cds_1;Parent=LOC_Os08g42410.1"	LOC_Os08g42410.1	26778146	1		LOC_Os10g31510.1	1
Chr8	25212138	25213997	+	"ID=LOC_Os08g39830.2:cds_1;Parent=LOC_Os08g39830.2"	LOC_Os08g39830.2	25212138	1		LOC_Os10g31520.1	1
Chr8	25223562	25223937	-	"ID=LOC_Os08g39840.1:cds_1;Parent=LOC_Os08g39840.1"	LOC_Os08g39840.1	25223937	1		LOC_Os10g31540.1	1
Chr8	25241183	25241612	+	"ID=LOC_Os08g39850.1:cds_1;Parent=LOC_Os08g39850.1"	LOC_Os08g39850.1	25241183	1		LOC_Os10g22460.1	1
Chr8	25758986	25759879	-	"ID=LOC_Os08g40680.1:cds_1;Parent=LOC_Os08g40680.1"	LOC_Os08g40680.1	25759879	1		LOC_Os10g22484.1	1
Chr8	25762498	25763445	+	"ID=LOC_Os08g40690.1:cds_1;Parent=LOC_Os08g40690.1"	LOC_Os08g40690.1	25762498	1		LOC_Os10g25340.1	1
Chr8	26177490	26177816	+	"ID=LOC_Os08g41460.2:cds_1;Parent=LOC_Os08g41460.2"	LOC_Os08g41460.2	26177490	1		LOC_Os10g25360.2	1
Chr8	26791868	26792046	+	"ID=LOC_Os08g42430.1:cds_1;Parent=LOC_Os08g42430.1"	LOC_Os08g42430.1	26791868	1		LOC_Os10g26390.1	1
Chr8	25254359	25254487	-	"ID=LOC_Os08g39860.1:cds_1;Parent=LOC_Os08g39860.1"	LOC_Os08g39860.1	25254487	1		LOC_Os10g27470.1	1
Chr8	25266768	25266902	-	"ID=LOC_Os08g39870.1:cds_1;Parent=LOC_Os08g39870.1"	LOC_Os08g39870.1	25266902	1		LOC_Os10g27480.1	1
Chr8	25803658	25803859	-	"ID=LOC_Os08g40790.1:cds_1;Parent=LOC_Os08g40790.1"	LOC_Os08g40790.1	25803859	1		LOC_Os10g27980.1	1
Chr8	26796162	26797001	-	"ID=LOC_Os08g42440.1:cds_1;Parent=LOC_Os08g42440.1"	LOC_Os08g42440.1	26797001	1		LOC_Os10g27990.1	1
Chr8	26820117	26820162	+	"ID=LOC_Os08g42450.1:cds_1;Parent=LOC_Os08g42450.1"	LOC_Os08g42450.1	26820117	1		LOC_Os10g29110.1	1
Chr8	26842907	26843170	-	"ID=LOC_Os08g42470.1:cds_1;Parent=LOC_Os08g42470.1"	LOC_Os08g42470.1	26843170	1		LOC_Os10g30370.1	1
Chr8	26852248	26852299	+	"ID=LOC_Os08g42480.1:cds_1;Parent=LOC_Os08g42480.1"	LOC_Os08g42480.1	26852248	1		LOC_Os10g30410.1	1
Chr8	25270117	25270734	+	"ID=LOC_Os08g39880.1:cds_1;Parent=LOC_Os08g39880.1"	LOC_Os08g39880.1	25270117	1		LOC_Os10g31640.1	1
Chr8	25278125	25278573	-	"ID=LOC_Os08g39890.1:cds_1;Parent=LOC_Os08g39890.1"	LOC_Os08g39890.1	25278573	1		LOC_Os10g31660.1	1
Chr8	26198304	26198443	+	"ID=LOC_Os08g41480.1:cds_1;Parent=LOC_Os08g41480.1"	LOC_Os08g41480.1	26198304	1		LOC_Os10g22520.1	1
Chr8	26204572	26204742	-	"ID=LOC_Os08g41489.1:cds_1;Parent=LOC_Os08g41489.1"	LOC_Os08g41489.1	26204742	1		LOC_Os10g25400.1	1
Chr8	26879657	26879701	-	"ID=LOC_Os08g42530.1:cds_1;Parent=LOC_Os08g42530.1"	LOC_Os08g42530.1	26879701	1		LOC_Os10g25450.1	1
Chr8	25320323	25320668	-	"ID=LOC_Os08g39960.1:cds_1;Parent=LOC_Os08g39960.1"	LOC_Os08g39960.1	25320668	1		LOC_Os10g25487.1	1
Chr8	25328786	25329189	-	"ID=LOC_Os08g39980.1:cds_1;Parent=LOC_Os08g39980.1"	LOC_Os08g39980.1	25329189	1		LOC_Os10g26460.1	1
Chr8	25333153	25334289	-	"ID=LOC_Os08g39990.1:cds_1;Parent=LOC_Os08g39990.1"	LOC_Os08g39990.1	25334289	1		LOC_Os10g26500.1	1
Chr8	25818262	25818754	+	"ID=LOC_Os08g40820.1:cds_1;Parent=LOC_Os08g40820.1"	LOC_Os08g40820.1	25818262	1		LOC_Os10g28009.1	1
Chr8	25831077	25832355	+	"ID=LOC_Os08g40830.1:cds_1;Parent=LOC_Os08g40830.1"	LOC_Os08g40830.1	25831077	1		LOC_Os10g28020.1	1
Chr8	26236263	26237928	-	"ID=LOC_Os08g41530.1:cds_1;Parent=LOC_Os08g41530.1"	LOC_Os08g41530.1	26237928	1		LOC_Os10g29180.1	1
Chr8	26248482	26250065	-	"ID=LOC_Os08g41550.1:cds_1;Parent=LOC_Os08g41550.1"	LOC_Os08g41550.1	26250065	1		LOC_Os10g29220.1	1
Chr8	26256708	26256762	-	"ID=LOC_Os08g41560.1:cds_1;Parent=LOC_Os08g41560.1"	LOC_Os08g41560.1	26256762	1		LOC_Os10g29240.1	1
Chr8	26266489	26267784	-	"ID=LOC_Os08g41580.1:cds_1;Parent=LOC_Os08g41580.1"	LOC_Os08g41580.1	26267784	1		LOC_Os10g29274.1	1
Chr8	26277455	26278395	-	"ID=LOC_Os08g41610.1:cds_1;Parent=LOC_Os08g41610.1"	LOC_Os08g41610.1	26278395	1		LOC_Os10g30450.1	1
Chr8	26888008	26888153	+	"ID=LOC_Os08g42550.1:cds_1;Parent=LOC_Os08g42550.1"	LOC_Os08g42550.1	26888008	1		LOC_Os10g30520.1	1
Chr8	25366704	25367225	-	"ID=LOC_Os08g40060.1:cds_1;Parent=LOC_Os08g40060.1"	LOC_Os08g40060.1	25367225	1		LOC_Os10g31770.1	1
Chr8	25374931	25375276	-	"ID=LOC_Os08g40080.1:cds_1;Parent=LOC_Os08g40080.1"	LOC_Os08g40080.1	25375276	1		LOC_Os10g31790.1	1
Chr8	25379917	25380592	-	"ID=LOC_Os08g40090.1:cds_1;Parent=LOC_Os08g40090.1"	LOC_Os08g40090.1	25380592	1		LOC_Os10g22630.1	1
Chr8	25386989	25387168	-	"ID=LOC_Os08g40100.1:cds_1;Parent=LOC_Os08g40100.1"	LOC_Os08g40100.1	25387168	1		LOC_Os10g25550.1	1
Chr8	26310150	26310236	-	"ID=LOC_Os08g41670.1:cds_1;Parent=LOC_Os08g41670.1"	LOC_Os08g41670.1	26310236	1		LOC_Os10g25565.1	1
Chr8	26317075	26317776	-	"ID=LOC_Os08g41690.1:cds_1;Parent=LOC_Os08g41690.1"	LOC_Os08g41690.1	26317776	1		LOC_Os10g26540.1	1
Chr8	26322075	26322352	-	"ID=LOC_Os08g41700.1:cds_1;Parent=LOC_Os08g41700.1"	LOC_Os08g41700.1	26322352	1		LOC_Os10g26570.1	1
Chr8	26905057	26906541	+	"ID=LOC_Os08g42570.1:cds_1;Parent=LOC_Os08g42570.1"	LOC_Os08g42570.1	26905057	1		LOC_Os10g29310.1	1
Chr8	26910785	26910800	+	"ID=LOC_Os08g42580.1:cds_1;Parent=LOC_Os08g42580.1"	LOC_Os08g42580.1	26910785	1		LOC_Os10g30530.1	1
Chr8	25391860	25392288	-	"ID=LOC_Os08g40110.2:cds_1;Parent=LOC_Os08g40110.2"	LOC_Os08g40110.2	25392288	1		LOC_Os10g30540.1	1
Chr8	25399874	25399925	+	"ID=LOC_Os08g40130.1:cds_1;Parent=LOC_Os08g40130.1"	LOC_Os08g40130.1	25399874	1		LOC_Os10g30550.1	1
Chr8	25401348	25401410	+	"ID=LOC_Os08g40140.1:cds_1;Parent=LOC_Os08g40140.1"	LOC_Os08g40140.1	25401348	1		LOC_Os10g30560.1	1
Chr8	25407707	25408184	-	"ID=LOC_Os08g40150.1:cds_1;Parent=LOC_Os08g40150.1"	LOC_Os08g40150.1	25408184	1		LOC_Os10g30580.1	1
Chr8	25864455	25864616	-	"ID=LOC_Os08g40880.1:cds_1;Parent=LOC_Os08g40880.1"	LOC_Os08g40880.1	25864616	1		LOC_Os10g31810.1	1
Chr8	25868597	25869997	-	"ID=LOC_Os08g40890.1:cds_1;Parent=LOC_Os08g40890.1"	LOC_Os08g40890.1	25869997	1		LOC_Os10g31820.1	1
Chr8	25877383	25877544	-	"ID=LOC_Os08g40900.1:cds_1;Parent=LOC_Os08g40900.1"	LOC_Os08g40900.1	25877544	1		LOC_Os10g25600.1	1
Chr8	26342548	26342690	+	"ID=LOC_Os08g41730.1:cds_1;Parent=LOC_Os08g41730.1"	LOC_Os08g41730.1	26342548	1		LOC_Os10g26600.1	1
Chr8	26384314	26384559	-	"ID=LOC_Os08g41780.1:cds_1;Parent=LOC_Os08g41780.1"	LOC_Os08g41780.1	26384559	1		LOC_Os10g26610.1	1
Chr8	26919502	26920317	+	"ID=LOC_Os08g42590.3:cds_1;Parent=LOC_Os08g42590.3"	LOC_Os08g42590.3	26919502	1		LOC_Os10g26620.1	1
Chr8	26928005	26928121	-	"ID=LOC_Os08g42600.1:cds_1;Parent=LOC_Os08g42600.1"	LOC_Os08g42600.1	26928121	1		LOC_Os10g29390.1	1
Chr8	25416239	25416366	+	"ID=LOC_Os08g40160.1:cds_1;Parent=LOC_Os08g40160.1"	LOC_Os08g40160.1	25416239	1		LOC_Os10g29470.1	1
Chr8	25426775	25427688	+	"ID=LOC_Os08g40180.1:cds_1;Parent=LOC_Os08g40180.1"	LOC_Os08g40180.1	25426775	1		LOC_Os10g30600.1	1
Chr8	25434484	25434657	+	"ID=LOC_Os08g40190.1:cds_1;Parent=LOC_Os08g40190.1"	LOC_Os08g40190.1	25434484	1		LOC_Os10g25660.1	1
Chr8	25888333	25889040	-	"ID=LOC_Os08g40910.1:cds_1;Parent=LOC_Os08g40910.1"	LOC_Os08g40910.1	25889040	1		LOC_Os10g25680.1	1
Chr8	25909506	25909673	+	"ID=LOC_Os08g40940.1:cds_1;Parent=LOC_Os08g40940.1"	LOC_Os08g40940.1	25909506	1		LOC_Os10g26660.1	1
Chr8	26389835	26390057	+	"ID=LOC_Os08g41790.1:cds_1;Parent=LOC_Os08g41790.1"	LOC_Os08g41790.1	26389835	1		LOC_Os10g28040.1	1
Chr8	26398359	26398529	+	"ID=LOC_Os08g41800.1:cds_1;Parent=LOC_Os08g41800.1"	LOC_Os08g41800.1	26398359	1		LOC_Os10g28050.1	1
Chr8	26413952	26415772	+	"ID=LOC_Os08g41820.1:cds_1;Parent=LOC_Os08g41820.1"	LOC_Os08g41820.1	26413952	1		LOC_Os10g28060.1	1
Chr8	26417848	26417922	+	"ID=LOC_Os08g41830.1:cds_1;Parent=LOC_Os08g41830.1"	LOC_Os08g41830.1	26417848	1		LOC_Os10g29514.1	1
Chr8	26932422	26934167	-	"ID=LOC_Os08g42610.1:cds_1;Parent=LOC_Os08g42610.1"	LOC_Os08g42610.1	26934167	1		LOC_Os10g31830.1	1
Chr8	26941628	26941735	-	"ID=LOC_Os08g42620.1:cds_1;Parent=LOC_Os08g42620.1"	LOC_Os08g42620.1	26941735	1		LOC_Os10g31850.1	1
Chr8	26945908	26946423	+	"ID=LOC_Os08g42630.1:cds_1;Parent=LOC_Os08g42630.1"	LOC_Os08g42630.1	26945908	1		LOC_Os10g26690.1	1
Chr8	25437197	25437634	+	"ID=LOC_Os08g40200.1:cds_1;Parent=LOC_Os08g40200.1"	LOC_Os08g40200.1	25437197	1		LOC_Os10g28200.1	1
Chr8	25444582	25444744	+	"ID=LOC_Os08g40230.1:cds_1;Parent=LOC_Os08g40230.1"	LOC_Os08g40230.1	25444582	1		LOC_Os10g28230.1	1
Chr8	25482461	25483158	+	"ID=LOC_Os08g40260.1:cds_1;Parent=LOC_Os08g40260.1"	LOC_Os08g40260.1	25482461	1		LOC_Os10g29530.1	1
Chr8	25932390	25933872	-	"ID=LOC_Os08g40990.1:cds_1;Parent=LOC_Os08g40990.1"	LOC_Os08g40990.1	25933872	1		LOC_Os10g29540.1	1
Chr8	26423777	26423980	-	"ID=LOC_Os08g41840.1:cds_1;Parent=LOC_Os08g41840.1"	LOC_Os08g41840.1	26423980	1		LOC_Os10g29549.1	1
Chr8	26439667	26439864	+	"ID=LOC_Os08g41880.1:cds_1;Parent=LOC_Os08g41880.1"	LOC_Os08g41880.1	26439667	1		LOC_Os10g30690.1	1
Chr8	26977074	26978129	-	"ID=LOC_Os08g42670.2:cds_1;Parent=LOC_Os08g42670.2"	LOC_Os08g42670.2	26978129	1		LOC_Os10g30719.1	1
Chr8	26982708	26982750	+	"ID=LOC_Os08g42690.1:cds_1;Parent=LOC_Os08g42690.1"	LOC_Os08g42690.1	26982708	1		LOC_Os10g31864.1	1
Chr8	25498276	25499620	+	"ID=LOC_Os08g40280.1:cds_1;Parent=LOC_Os08g40280.1"	LOC_Os08g40280.1	25498276	1		LOC_Os10g22890.1	1
Chr8	27031847	27032000	-	"ID=LOC_Os08g42720.1:cds_1;Parent=LOC_Os08g42720.1"	LOC_Os08g42720.1	27032000	1		LOC_Os10g24690.1	1
Chr8	27035029	27035241	+	"ID=LOC_Os08g42730.1:cds_1;Parent=LOC_Os08g42730.1"	LOC_Os08g42730.1	27035029	1		LOC_Os10g25770.2	1
